product_code,product_id,category,elasticity,review_count,review_mean,share_low,review_group,rating_group
25,06edb72f1e0c64b14c5b79353f7abea3,bed_bath_table,-5.384685,111,3.936936936936937,0.1621621621621621,Q4 (25+),Medium (3.5-4.5)
28,077599a82ee54960bc4f4c941b0d1359,health_beauty,-0.4775095,0,0.0,0.0,Q1 (0-6),No rating
29,07821918ef487fd64eb20b3c8aeb897f,computers_accessories,-0.39909288,0,0.0,0.0,Q1 (0-6),No rating
33,086351823300e0339f6955b27998c186,bed_bath_table,-0.045549117,27,3.962962962962963,0.2222222222222222,Q4 (25+),Medium (3.5-4.5)
34,08a58dc963320d6073623382b9ceb920,computers_accessories,-1.5161806,23,4.043478260869565,0.0869565217391304,Q3 (13-24),Medium (3.5-4.5)
35,08c63555bbee955cad9c6a9feab9e9d4,housewares,-7.258365,12,3.9166666666666665,0.25,Q2 (7-12),Medium (3.5-4.5)
37,092be1e8336fc404c57bd5970d056886,food,-0.15437543,2,5.0,0.0,Q1 (0-6),High (>4.5)
39,09c3a2ea33f044aebffecd6681e00133,furniture_decor,-0.42561957,0,0.0,0.0,Q1 (0-6),No rating
40,0a57f7d2c983bcf8188589a5fea4a8da,watches_gifts,-5.185968,62,4.064516129032258,0.1612903225806451,Q4 (25+),Medium (3.5-4.5)
42,0a783d7ce18a37749c3a059cf829564b,health_beauty,-0.17306338,9,3.888888888888889,0.2222222222222222,Q2 (7-12),Medium (3.5-4.5)
43,0a9a9c25c5a06532d1766e00db833a7f,health_beauty,-1.5812757,9,3.4444444444444446,0.3333333333333333,Q2 (7-12),Low (<3.5)
45,0aabfb375647d9738ad0f7b4ea3653b1,consoles_games,-0.6498457,136,4.235294117647059,0.0808823529411764,Q4 (25+),Medium (3.5-4.5)
46,0b0172eb0fd18479d29c3bc122c058c2,electronics,-0.7228523,12,3.8333333333333335,0.1666666666666666,Q2 (7-12),Medium (3.5-4.5)
48,0bcc3eeca39e1064258aa1e932269894,garden_tools,-3.5196147,92,4.054347826086956,0.1521739130434782,Q4 (25+),Medium (3.5-4.5)
49,0bdd9a52d192d64770e33ae559512478,watches_gifts,-0.15023065,8,3.0,0.375,Q2 (7-12),Low (<3.5)
50,0c71252f37443403376d2008034a7240,pet_shop,-0.0025305066,0,0.0,0.0,Q1 (0-6),No rating
53,0cf573090c66bb30ac5e53c82bdb0403,telephony,-1.6789765,14,4.714285714285714,0.0714285714285714,Q3 (13-24),High (>4.5)
54,0d009643171aee696f4733340bc2fdd0,perfumery,-0.19464539,7,4.0,0.1428571428571428,Q2 (7-12),Medium (3.5-4.5)
55,0d85c435fd60b277ffb9e9b0f88f927a,computers_accessories,-5.242162,54,4.037037037037037,0.1666666666666666,Q4 (25+),Medium (3.5-4.5)
56,0d9374142ba86a7c22357ea192bcfde6,housewares,-0.260584,5,5.0,0.0,Q1 (0-6),High (>4.5)
57,0da9ffd92214425d880de3f94e74ce39,construction_tools_construction,-1.7926748,14,4.5,0.0,Q3 (13-24),Medium (3.5-4.5)
59,0dce093fc7ec4dec214256df878e3c08,watches_gifts,-0.8998714,6,2.8333333333333335,0.5,Q1 (0-6),Low (<3.5)
61,0e2d365a247d105fefc31b17ab8706d9,perfumery,-1.3594637,7,3.4285714285714284,0.2857142857142857,Q2 (7-12),Low (<3.5)
63,0eb8e03d4ef83152c4642b606b5bbdec,furniture_decor,-3.1076946,9,4.222222222222222,0.1111111111111111,Q2 (7-12),Medium (3.5-4.5)
64,0ec7b6a863e219792bc4d50d3a62a839,bed_bath_table,-0.014484968,8,3.875,0.25,Q2 (7-12),Medium (3.5-4.5)
65,0ec96e6d31a1493b0475805c9ae1a0a2,furniture_decor,-1.02884,5,4.2,0.2,Q1 (0-6),Medium (3.5-4.5)
67,0f789be671fe3bd93cabfbb4a710f282,bed_bath_table,-0.051002797,7,3.0,0.4285714285714285,Q2 (7-12),Low (<3.5)
68,0f8977d115c52d93a05dd4eb7052baff,bed_bath_table,-0.02319631,6,4.833333333333333,0.0,Q1 (0-6),High (>4.5)
69,0f91b6a95a57a43203a9b17de98960d9,health_beauty,-0.05186084,0,0.0,0.0,Q1 (0-6),No rating
70,0fa81e7123fd0ebe03adbbe99d912827,bed_bath_table,-0.30857638,20,3.9,0.15,Q3 (13-24),Medium (3.5-4.5)
71,0fc6914383c2bea767a9562c9d8b43a1,computers_accessories,-0.6334701,3,4.333333333333333,0.0,Q1 (0-6),Medium (3.5-4.5)
72,10070e29929f7c7d609ee3201f236b8e,home_construction,-2.200639,6,4.666666666666667,0.0,Q1 (0-6),High (>4.5)
73,10717ff440b2320081989126e858b220,bed_bath_table,-0.092887044,29,4.068965517241379,0.1379310344827586,Q4 (25+),Medium (3.5-4.5)
74,11250b0d4b709fee92441c5f34122aed,agro_industry_and_commerce,-0.06567682,17,4.705882352941177,0.0,Q3 (13-24),High (>4.5)
75,1164c17af70425821f88bfbdc9e907a3,baby,-0.030380622,6,4.0,0.1666666666666666,Q1 (0-6),Medium (3.5-4.5)
78,11dcc970f7a5581e1bf777b6da3f7096,housewares,-0.29900697,18,4.166666666666667,0.1111111111111111,Q3 (13-24),Medium (3.5-4.5)
79,11fb16e86df4d50cd2c289ede0b70f42,health_beauty,-1.6850265,13,4.230769230769231,0.1538461538461538,Q3 (13-24),Medium (3.5-4.5)
80,11fd9d7ba552e1d28872e008acf1e050,cool_stuff,-0.98872995,41,4.195121951219512,0.073170731707317,Q4 (25+),Medium (3.5-4.5)
82,12f066474dfa3c415c169051c5e1967e,telephony,-0.0631754,4,4.5,0.0,Q1 (0-6),Medium (3.5-4.5)
83,134a6fc4a713a799266ebd6a4f4008d4,sports_leisure,-0.8126998,10,4.8,0.0,Q2 (7-12),High (>4.5)
85,1427b126f61597524866770b05d4eed2,computers_accessories,-1.9351394,8,4.125,0.125,Q2 (7-12),Medium (3.5-4.5)
89,151133751552ad5bdd6645dfdcb0e728,bed_bath_table,-0.1420574,10,3.5,0.3,Q2 (7-12),Medium (3.5-4.5)
91,154e7e31ebfa092203795c972e5804a6,health_beauty,-0.04009544,273,4.358974358974359,0.0805860805860805,Q4 (25+),Medium (3.5-4.5)
94,1600dcf1cea8c0c83702e07b577ab231,watches_gifts,-0.0248106,17,4.176470588235294,0.0588235294117647,Q3 (13-24),Medium (3.5-4.5)
96,1613b819ab5dae53aead2dbb4ebdb378,auto,-1.4088522,22,4.136363636363637,0.0909090909090909,Q3 (13-24),Medium (3.5-4.5)
98,16679d68bdbed3fb97af806424d7f2b7,health_beauty,-0.36747608,21,3.952380952380953,0.1904761904761904,Q3 (13-24),Medium (3.5-4.5)
101,16c4e87b98a9370a9cbc3a4658a3f45b,musical_instruments,-0.15559706,10,4.1,0.1,Q2 (7-12),Medium (3.5-4.5)
102,16ed6a6e3fce23b741650437fe58d65b,housewares,-0.15741496,25,4.4,0.04,Q4 (25+),Medium (3.5-4.5)
103,177d3d5bb9d4d29222a222e3b3554f41,stationery,-0.0023632604,18,4.166666666666667,0.1111111111111111,Q3 (13-24),Medium (3.5-4.5)
104,17823ffd2de8234f0e885a71109613a4,,-0.009423955,4,4.0,0.0,Q1 (0-6),Medium (3.5-4.5)
105,17a019676883dce326999c11a46a14f0,musical_instruments,-0.14534415,6,5.0,0.0,Q1 (0-6),High (>4.5)
106,17ad6786808ab3fedfb261a70a5932d6,audio,-3.682614,6,4.0,0.1666666666666666,Q1 (0-6),Medium (3.5-4.5)
112,18b0e642cbae7251e60a64aa07dd9eb9,computers_accessories,-0.006958893,23,4.043478260869565,0.1739130434782608,Q3 (13-24),Medium (3.5-4.5)
113,1937b3e587fc766c8d1cef0c11c6aa53,sports_leisure,-1.3545481,7,4.428571428571429,0.0,Q2 (7-12),Medium (3.5-4.5)
114,19421075ae0b585f2dc13ff149e2119d,sports_leisure,-1.4539069,56,3.8392857142857144,0.2321428571428571,Q4 (25+),Medium (3.5-4.5)
116,19c91ef95d509ea33eda93495c4d3481,health_beauty,-0.08504829,40,3.85,0.2,Q4 (25+),Medium (3.5-4.5)
117,1a080577618e7fe4d9ddd8fb2b47a964,watches_gifts,-0.6717768,24,4.333333333333333,0.0833333333333333,Q3 (13-24),Medium (3.5-4.5)
119,1a300f482e35d7eac74b229be067aefd,computers_accessories,-0.049243074,12,3.25,0.25,Q2 (7-12),Low (<3.5)
120,1a405418406359cc2b8815f93bf359c2,sports_leisure,-1.9433126,13,4.461538461538462,0.0,Q3 (13-24),Medium (3.5-4.5)
121,1a758361b1c10b3ffe3d3373332de319,sports_leisure,-0.2762906,11,4.2727272727272725,0.0909090909090909,Q2 (7-12),Medium (3.5-4.5)
123,1b7b45fba5ad23e8117914f8b36e6772,sports_leisure,-0.21235894,11,4.2727272727272725,0.1818181818181818,Q2 (7-12),Medium (3.5-4.5)
124,1b8ee158f59c098470fad33f39660964,furniture_living_room,-1.3035017,19,4.684210526315789,0.0526315789473684,Q3 (13-24),High (>4.5)
125,1bfb290d7273a442c874dbe74b4abae6,office_furniture,-0.56072533,26,3.230769230769231,0.2692307692307692,Q4 (25+),Low (<3.5)
126,1bfe62f326ac7bec0f5a83c10cfff228,toys,-0.64719886,13,2.6923076923076925,0.3846153846153846,Q3 (13-24),Low (<3.5)
127,1c21c1ed398eae61184065889ca3d4b0,bed_bath_table,-0.011954462,5,4.4,0.0,Q1 (0-6),Medium (3.5-4.5)
133,1d2d3b19f5c3d093d4dbccd3cd963a8f,sports_leisure,-1.4869779,5,3.8,0.2,Q1 (0-6),Medium (3.5-4.5)
134,1d3ecbda18167c766a3381fd16108e4a,sports_leisure,-2.4339402,15,3.4,0.3333333333333333,Q3 (13-24),Low (<3.5)
135,1d4de03a6141ce2a2ae5a97f51cabb37,bed_bath_table,-0.025334151,6,3.8333333333333335,0.3333333333333333,Q1 (0-6),Medium (3.5-4.5)
139,1e1a186a03f0d98268516827690d4fd2,baby,-0.7401877,3,4.666666666666667,0.0,Q1 (0-6),High (>4.5)
141,1eaf224c19e07b6e50bf0119eea1dd26,bed_bath_table,-0.02482514,4,3.0,0.5,Q1 (0-6),Low (<3.5)
142,1f5f0f003ce8595ad88fb215ec1409e6,cine_photo,-0.36840683,7,3.5714285714285716,0.2857142857142857,Q2 (7-12),Medium (3.5-4.5)
144,2028bf1b01cafb2d2b1901fca4083222,perfumery,-1.6931707,121,4.454545454545454,0.0413223140495867,Q4 (25+),Medium (3.5-4.5)
146,20531b0644a0719b8d506c4db3c56609,housewares,-0.7640966,14,3.0714285714285716,0.5,Q3 (13-24),Low (<3.5)
148,2078312a2dcf1fcd8a38eabcf5dd033a,furniture_decor,-0.051686324,10,4.4,0.1,Q2 (7-12),Medium (3.5-4.5)
149,2083a6feb4bbb31f6abc92fc24e468c0,telephony,-0.10056582,23,4.304347826086956,0.0,Q3 (13-24),Medium (3.5-4.5)
150,20f160a9cf2e856ee5eba259e9ae33f9,perfumery,-1.2402972,16,4.125,0.1875,Q3 (13-24),Medium (3.5-4.5)
154,21d2fdced5c69bfc6539b67908a4ad28,furniture_living_room,-1.52607,5,4.0,0.2,Q1 (0-6),Medium (3.5-4.5)
160,2267f81f3634e3fdd5d27151ddad3c26,cool_stuff,-0.00467562,11,4.545454545454546,0.0909090909090909,Q2 (7-12),High (>4.5)
163,22c5ddc22ea8cae84fc9917def682dc6,perfumery,-2.5522048,51,4.137254901960785,0.1372549019607843,Q4 (25+),Medium (3.5-4.5)
165,23384f296aa1bf6461d22912093a9847,bed_bath_table,-0.11305838,13,4.538461538461538,0.0769230769230769,Q3 (13-24),High (>4.5)
166,23bcd6822a33df5534f9b290216eec1f,toys,-0.97156906,22,4.636363636363637,0.0454545454545454,Q3 (13-24),High (>4.5)
171,2481a472d98c582b46bc2dfeae6f539f,furniture_decor,-0.12838684,6,4.333333333333333,0.0,Q1 (0-6),Medium (3.5-4.5)
172,24c66f106f642621e524291a895c9032,health_beauty,-2.6787302,36,4.472222222222222,0.0555555555555555,Q4 (25+),Medium (3.5-4.5)
175,25292482a61cb3298df8dbe15ea69daf,health_beauty,-5.0618277,6,4.0,0.1666666666666666,Q1 (0-6),Medium (3.5-4.5)
178,25e2023ed83352bde98dc1490d14c3d8,toys,-8.51082,24,4.5,0.0416666666666666,Q3 (13-24),Medium (3.5-4.5)
179,25f86162fee18735fffdb762dcb10d7c,bed_bath_table,-0.030191561,55,4.1454545454545455,0.1454545454545454,Q4 (25+),Medium (3.5-4.5)
180,261244fc4d0197d8772346872f5b0f5e,kitchen_dining_laundry_garden_furniture,-2.0852537,14,4.285714285714286,0.0714285714285714,Q3 (13-24),Medium (3.5-4.5)
181,27a7e832bcfcd69ff687d611c3e79cbd,perfumery,-0.19226032,8,4.375,0.0,Q2 (7-12),Medium (3.5-4.5)
182,283dc451ad3918badb976d56ff887289,bed_bath_table,-0.31142682,31,4.193548387096774,0.0967741935483871,Q4 (25+),Medium (3.5-4.5)
183,283f243bb09e48e8f324d175182d5cfa,telephony,-0.059859566,5,3.6,0.0,Q1 (0-6),Medium (3.5-4.5)
184,288dbc06591742c5d7fe90fbfb08943e,furniture_decor,-0.8904765,20,4.4,0.05,Q3 (13-24),Medium (3.5-4.5)
185,28a652ff04e43c1bc57937a9f8770f9b,stationery,-0.0077805803,17,4.352941176470588,0.0588235294117647,Q3 (13-24),Medium (3.5-4.5)
189,29fd9022374ff3fef2e8f82c39b4133e,bed_bath_table,-0.20622174,7,4.428571428571429,0.1428571428571428,Q2 (7-12),Medium (3.5-4.5)
190,2a2d22ae30e026f1893083c8405ca522,bed_bath_table,-2.3903105,61,4.19672131147541,0.0655737704918032,Q4 (25+),Medium (3.5-4.5)
191,2a5806f10d0f00e5ad032dd2e3c8806e,office_furniture,-4.283944,40,3.225,0.325,Q4 (25+),Low (<3.5)
192,2ac7c9339ff85fff3e1aee3eaf7bb315,housewares,-0.42815006,7,3.857142857142857,0.1428571428571428,Q2 (7-12),Medium (3.5-4.5)
194,2b4609f8948be18874494203496bc318,health_beauty,-0.73943144,220,4.0590909090909095,0.1545454545454545,Q4 (25+),Medium (3.5-4.5)
196,2b939dc9b176d7fa21594d588815d4a4,luggage_accessories,-0.27538893,2,1.0,1.0,Q1 (0-6),Low (<3.5)
197,2bb3e85f2a403543fdb64e266e70c792,toys,-2.0331893,13,4.615384615384615,0.0769230769230769,Q3 (13-24),High (>4.5)
198,2c8e38b2b220b65a306d88444defb4fd,costruction_tools_tools,-0.07169768,0,0.0,0.0,Q1 (0-6),No rating
199,2ccd049c8e7ea210e079a1aa8ad92477,stationery,-0.00013088826,0,0.0,0.0,Q1 (0-6),No rating
200,2d063994ae4667cff3d6841e9d441d1d,home_appliances_2,-0.2446738,7,4.714285714285714,0.0,Q2 (7-12),High (>4.5)
204,2e513e110e3f95926fa3d1ac44444ff4,electronics,-0.88003457,2,3.0,0.5,Q1 (0-6),Low (<3.5)
205,2e64d11879c5bbda600381dbb5452a38,health_beauty,-0.1594219,9,4.666666666666667,0.0,Q2 (7-12),High (>4.5)
206,2e830c73f28d3b8542af03cf2637dfc4,electronics,-0.15532075,7,4.142857142857143,0.1428571428571428,Q2 (7-12),Medium (3.5-4.5)
211,2fd89f236e3e8f4b81b7b74f09f40186,toys,-0.2344936,8,3.75,0.375,Q2 (7-12),Medium (3.5-4.5)
213,2ff17002562478fb03cd44f09e7ca51a,watches_gifts,-1.5032372,6,4.166666666666667,0.1666666666666666,Q1 (0-6),Medium (3.5-4.5)
214,2ffdf10e724b958c0f7ea69e97d32f64,watches_gifts,-2.4132307,40,3.125,0.35,Q4 (25+),Low (<3.5)
215,3006b8f5b476750a03137c1b2755cea1,computers_accessories,-0.024490649,11,4.636363636363637,0.0,Q2 (7-12),High (>4.5)
217,308a7360ee2e0ecfb6aa7708428692af,electronics,-0.7209617,2,4.5,0.0,Q1 (0-6),Medium (3.5-4.5)
220,31639956e7fac87ecfd9d608040638bd,cool_stuff,-0.01694276,18,4.166666666666667,0.0555555555555555,Q3 (13-24),Medium (3.5-4.5)
221,317a06884480d645d7f0bc82455ec277,computers_accessories,-0.007882383,0,0.0,0.0,Q1 (0-6),No rating
223,31b8e7c2a22f3dba5183cc110bdd72f7,electronics,-0.57893336,0,0.0,0.0,Q1 (0-6),No rating
225,3225c54bb2785c33f49f50398fcdb88c,watches_gifts,-1.0603695,27,3.7777777777777777,0.1851851851851851,Q4 (25+),Medium (3.5-4.5)
226,32aeecc02aa5adcb7f75155a80a47836,sports_leisure,-1.6860445,3,4.333333333333333,0.0,Q1 (0-6),Medium (3.5-4.5)
228,334995514673fb6bae67885458b52984,housewares,-0.36840683,14,4.142857142857143,0.1428571428571428,Q3 (13-24),Medium (3.5-4.5)
229,3354a4e684f5e7199f9407db70ccd92b,cool_stuff,-1.0179036,29,4.275862068965517,0.0689655172413793,Q4 (25+),Medium (3.5-4.5)
230,33ba4b29d820b397054cc97e892ab1bc,auto,-0.008340491,6,3.6666666666666665,0.3333333333333333,Q1 (0-6),Medium (3.5-4.5)
231,33fac76e7f17367dedaef7954bbb33b4,health_beauty,-0.13234258,18,4.5,0.0555555555555555,Q3 (13-24),Medium (3.5-4.5)
232,33fca9d59532dd4c191217a979346ab9,perfumery,-2.3189912,10,4.2,0.2,Q2 (7-12),Medium (3.5-4.5)
233,341d85d688ecc3353cf2a968e7ad0dbf,health_beauty,-0.114818096,10,4.4,0.1,Q2 (7-12),Medium (3.5-4.5)
234,34dabb8af33b3756cf72df05fb327011,tablets_printing_image,-0.15500079,13,4.076923076923077,0.1538461538461538,Q3 (13-24),Medium (3.5-4.5)
235,3570caaeaa3f5a1ae76392bb2b4155f9,sports_leisure,-1.9137901,13,3.3076923076923075,0.3076923076923077,Q3 (13-24),Low (<3.5)
237,35afc973633aaeb6b877ff57b2793310,home_confort,-0.38199013,139,3.726618705035971,0.2014388489208633,Q4 (25+),Medium (3.5-4.5)
239,35ebf08a93899d44e756809e11b14754,electronics,-0.2139587,37,4.27027027027027,0.1621621621621621,Q4 (25+),Medium (3.5-4.5)
240,3606696d19bbcad6cb6c0e985749862f,auto,-0.2796646,5,4.0,0.0,Q1 (0-6),Medium (3.5-4.5)
241,3625fbaf8284047185fb0351f2f84ae3,sports_leisure,-1.1997509,5,3.6,0.4,Q1 (0-6),Medium (3.5-4.5)
243,363218ba55c610b750224f90bdd34be1,bed_bath_table,-0.429808,66,4.4393939393939394,0.106060606060606,Q4 (25+),Medium (3.5-4.5)
245,368c6c730842d78016ad823897a372db,garden_tools,-5.054556,352,3.852272727272727,0.2102272727272727,Q4 (25+),Medium (3.5-4.5)
246,369dfa384d5ad2a0cb97cb4cda846c47,sports_leisure,-0.022905447,6,4.166666666666667,0.0,Q1 (0-6),Medium (3.5-4.5)
247,36c2fb4fa746273709c373f6d6ec6796,bed_bath_table,-0.16489013,21,4.428571428571429,0.0476190476190476,Q3 (13-24),Medium (3.5-4.5)
248,36f60d45225e60c7da4558b070ce4b60,computers_accessories,-0.5581657,126,3.3015873015873014,0.3571428571428571,Q4 (25+),Low (<3.5)
250,371c121dc86b3821f720e7dbe1928207,stationery,-0.16477379,9,3.7777777777777777,0.2222222222222222,Q2 (7-12),Medium (3.5-4.5)
251,371fa349d92646bbeea5873df0bcdc5a,housewares,-0.79917467,23,3.869565217391304,0.1739130434782608,Q3 (13-24),Medium (3.5-4.5)
252,372645c7439f9661fbbacfd129aa92ec,bed_bath_table,-0.51491445,18,4.5,0.1111111111111111,Q3 (13-24),Medium (3.5-4.5)
253,37b99aa22bbac19b2a4afc4b2a958a53,garden_tools,-1.4338664,10,4.9,0.0,Q2 (7-12),High (>4.5)
255,380b4664ba5bb18cc9db78ee6bac3558,watches_gifts,-0.5148563,28,4.285714285714286,0.1428571428571428,Q4 (25+),Medium (3.5-4.5)
256,385a33a408e9c35c9fbc2025c12f3784,computers_accessories,-3.4733675,5,4.4,0.0,Q1 (0-6),Medium (3.5-4.5)
257,386486367c1f9d4f587a8864ccb6902b,bed_bath_table,-0.4340255,48,3.4583333333333335,0.3125,Q4 (25+),Low (<3.5)
258,386eebb43722ab502f04f7900bd2451b,health_beauty,-0.062084667,8,4.75,0.0,Q2 (7-12),High (>4.5)
259,389d119b48cf3043d311335e499d9c6b,garden_tools,-3.7736542,343,4.093294460641399,0.1632653061224489,Q4 (25+),Medium (3.5-4.5)
260,38c56c5c5b16958d95bf8254498ad555,watches_gifts,-0.060906675,7,4.571428571428571,0.0,Q2 (7-12),High (>4.5)
261,38fa750a3a3b3204f169c86a3284d387,sports_leisure,-0.14740928,0,0.0,0.0,Q1 (0-6),No rating
262,394b16cd32e9f883365dd7ebac4edbe0,electronics,-0.38812736,12,3.8333333333333335,0.25,Q2 (7-12),Medium (3.5-4.5)
263,3a05a947f28cf46d789adedc107d7595,sports_leisure,-0.2124462,5,4.8,0.0,Q1 (0-6),High (>4.5)
265,3a806ac1ab98107febb4ffcf38bc1fac,baby,-0.10546686,15,4.133333333333334,0.2,Q3 (13-24),Medium (3.5-4.5)
270,3b42242085259cb66b6e577ae5173c76,bed_bath_table,-0.019545982,2,3.5,0.0,Q1 (0-6),Medium (3.5-4.5)
271,3b60d513e90300a4e9833e5cda1f1d61,,-2.1448805,24,3.7916666666666665,0.2083333333333333,Q3 (13-24),Medium (3.5-4.5)
274,3bbacbe586e957acbf26c63b3ed532a3,pet_shop,-6.180835e-05,9,4.555555555555555,0.0,Q2 (7-12),High (>4.5)
275,3bebad3cf2c8d1a8d3ce97174643e054,agro_industry_and_commerce,-0.00092348945,9,4.333333333333333,0.1111111111111111,Q2 (7-12),Medium (3.5-4.5)
277,3c3d244942b424b931c33f1ddc122b80,pet_shop,-0.03579067,4,5.0,0.0,Q1 (0-6),High (>4.5)
278,3c883b9d3fd2d0ce448d4136349dc0a4,bed_bath_table,-0.04320767,0,0.0,0.0,Q1 (0-6),No rating
279,3cb39171fd36c50097f2dedbbe0dfe6e,auto,-0.012099893,21,3.761904761904762,0.1904761904761904,Q3 (13-24),Medium (3.5-4.5)
284,3d4784f9a07ca5de370c86800589c860,,-0.056558274,9,4.555555555555555,0.0,Q2 (7-12),High (>4.5)
285,3d5837f86205fe83f03fb5f7e4d5b9cf,toys,-0.21052651,5,4.8,0.0,Q1 (0-6),High (>4.5)
286,3d74d787086b0e22ac320ae43b240aea,cool_stuff,-0.050741017,9,3.5555555555555554,0.2222222222222222,Q2 (7-12),Medium (3.5-4.5)
287,3dd2a17168ec895c781a9191c1e95ad7,computers_accessories,-0.68727976,192,4.166666666666667,0.1145833333333333,Q4 (25+),Medium (3.5-4.5)
289,3e442d09f9dfef002aadf31960869f65,computers_accessories,-0.18010226,20,4.3,0.1,Q3 (13-24),Medium (3.5-4.5)
290,3e5201fe0d1ba474d9b90152c83c706c,bed_bath_table,-5.477994,36,3.6666666666666665,0.25,Q4 (25+),Medium (3.5-4.5)
293,3efd399c5d016b9e6a5ad3196eade44f,baby,-1.2636826,18,4.333333333333333,0.0555555555555555,Q3 (13-24),Medium (3.5-4.5)
294,3f14d740544f37ece8a9e7bc8349797e,computers_accessories,-2.195229,88,3.784090909090909,0.2272727272727272,Q4 (25+),Medium (3.5-4.5)
295,3f994ee4a0b20760d1b173aa65037c95,cool_stuff,-0.8595287,10,3.6,0.3,Q2 (7-12),Medium (3.5-4.5)
296,3fbc0ef745950c7932d5f2a446189725,health_beauty,-0.2592751,56,3.875,0.1964285714285714,Q4 (25+),Medium (3.5-4.5)
297,3fc18e3aefe7b9346bd15de863fa0365,housewares,-0.51238394,8,4.5,0.0,Q2 (7-12),Medium (3.5-4.5)
298,404a57563d487aecbc2b1a01d9b89aab,bed_bath_table,-0.10138024,16,3.4375,0.1875,Q3 (13-24),Low (<3.5)
299,40cb7bb3d30559b9b6c4fb62bc837962,bed_bath_table,-0.16555911,5,4.8,0.0,Q1 (0-6),High (>4.5)
302,4178e16324fd0c9a8e18463caf390cc6,cool_stuff,-0.03912105,9,4.222222222222222,0.0,Q2 (7-12),Medium (3.5-4.5)
304,4180a49d4b879e727ad2c8e82a9f4d87,sports_leisure,-0.1643084,6,4.833333333333333,0.0,Q1 (0-6),High (>4.5)
305,418d480693f2f01e9cf4568db0346d28,cool_stuff,-0.8493194,16,4.25,0.125,Q3 (13-24),Medium (3.5-4.5)
306,419cb1b441eda9b92ebd1a1b96090c26,telephony,-0.43920285,14,4.214285714285714,0.1428571428571428,Q3 (13-24),Medium (3.5-4.5)
307,41c24b8ce92d1a2cac62db5edfd088b2,watches_gifts,-1.037275,29,4.482758620689655,0.0689655172413793,Q4 (25+),Medium (3.5-4.5)
309,41db6d8062fcd38410c699743ccc0265,telephony,-0.061081193,8,4.0,0.0,Q2 (7-12),Medium (3.5-4.5)
310,422879e10f46682990de24d770e7f83d,garden_tools,-2.2796955,433,3.933025404157044,0.2055427251732101,Q4 (25+),Medium (3.5-4.5)
311,423a6644f0aa529e8828ff1f91003690,agro_industry_and_commerce,-0.00018542504,9,4.333333333333333,0.1111111111111111,Q2 (7-12),Medium (3.5-4.5)
312,423b46d7ff817b1cd19ab195c7b76546,watches_gifts,-0.032678436,11,4.363636363636363,0.0,Q2 (7-12),Medium (3.5-4.5)
313,42697582a754e573f9e3e9e78752252c,computers_accessories,-1.4120808,7,4.285714285714286,0.1428571428571428,Q2 (7-12),Medium (3.5-4.5)
315,4298b7e67dc399c200662b569563a2b2,computers_accessories,-2.3157334,51,3.313725490196078,0.2941176470588235,Q4 (25+),Low (<3.5)
316,429e7401fafb76436f15e86498bd7364,bed_bath_table,-0.026701206,9,3.6666666666666665,0.2222222222222222,Q2 (7-12),Medium (3.5-4.5)
